,UniqueID,FeatureNam,FeatureSta,Count
8302,40001629042_50098758042_50099292042,Gutter,Open,15
8303,40001629042_50098758042_50099292042,Traffic-Lights,Overhead,5
8304,40001629042_50098778042_50099298042,Gutter,Open,6
8305,40001629042_50098780042_30000125042,Gutter,Open,3
8306,40001629042_50098780042_30000125042,Traffic-Lights,Overhead,2
8307,40001629042_50098793042_50098725042,Gutter,Open,5
8308,40001629042_50098995042_50098778042,Gutter,Open,6
8309,40001629042_50099056042_50098780042,Gutter,Open,7
8310,40001629042_50099082042_50098995042,Gutter,Open,2
8311,40001629042_50099100042_50099199042,Gutter,Open,3
8312,40001629042_50099177042_50099082042,Gutter,Open,3
8313,40001629042_50099199042_50098758042,Gutter,Open,3
8314,40001629042_50099199042_50098758042,Traffic-Lights,Overhead,5
8315,40001629042_50099292042_50099177042,Gutter,Open,5
8316,40001629042_50099298042_50099056042,Gutter,Open,6
8317,40001629096_50097901096_40001555096,Gutter,Open,7
8318,40001630012_40001628012_50099124012,Gutter,Open,2
8319,40001630012_40001641012_40002307012,Gutter,Open,1
8320,40001630012_40002307012_50099891012,Gutter,Open,2
8321,40001630096_40001565096_50098567096,Gutter,Blocked,2
8322,40001630096_40001565096_50098567096,Traffic-Lights,Overhead,3
8323,40001631096_40001565096_50097387096,Traffic-Lights,Overhead,9
8324,40001631096_50097387096_50098223096,Gutter,Open,1
8325,40001632012_40001628012_50099082012,Gutter,Open,2
8326,40001635012_20000070012_40001781012,Gutter,Open,2
8327,40001635012_50099776012_40001007012,Traffic-Lights,Ground-Mounted,3
8328,40001636012_40001007012_50099882012,Gutter,Open,1
8329,40001636012_50099882012_50099880012,Gutter,Open,1
8330,40001641042_40001648042_40001657042,Traffic-Lights,Ground-Mounted,4
8331,40001642012_40001630012_50099767012,Gutter,Open,2
8332,40001642012_50099767012_50099894012,Gutter,Open,1
8333,40001642012_50099894012_50099899012,Gutter,Open,6
8334,40001642012_50099899012_50099899012,Gutter,Open,4
8335,40001642012_BC000018_40001630012,Gutter,Open,2
8336,40001642057_20400019100_00,Gutter,Open,1
8337,40001643098_10400795098_80005623098,Gutter,Open,1
8338,40001643098_80005621098_10000795098,Gutter,Open,1
8339,40001645098_40001649098_40001651098,Gutter,Open,9
8340,40001645098_40001651098_50098826098,Gutter,Open,1
8341,40001647012_40001007012_50098365012,Traffic-Lights,Ground-Mounted,3
8342,40001647012_40001655012_50098689012,Gutter,Open,1
8343,40001647012_50099275012_40001655012,Gutter,Open,2
8344,40001647012_50099951012_40001611012,Gutter,Open,1
8345,40001649098_20000301098_40001650098,Traffic-Lights,Overhead,2
8346,40001649098_40001645098_50099950098,Gutter,Blocked,3
8347,40001649098_40001645098_50099950098,Gutter,Open,3
8348,40001649098_40001650098_50099481098,Traffic-Lights,Ground-Mounted,1
8349,40001650098_50098933098_40001649098,Gutter,Open,1
8350,40001650098_50098933098_40001649098,Traffic-Lights,Ground-Mounted,1
8351,40001651042_20000158042_20600158042,Traffic-Lights,Overhead,6
8352,40001651042_50098965042_20000158042,Gutter,Open,2
8353,40001651042_50098965042_20000158042,Traffic-Lights,Overhead,2
8354,40001651098_40001645098_50099947098,Gutter,Open,1
8355,40001651098_40001650098_20000301098,Gutter,Open,2
8356,40001651098_40001652098_50098710098,Gutter,Open,3
8357,40001651098_50098710098_40001650098,Traffic-Lights,Ground-Mounted,8
8358,40001651098_50098710098_40001650098,Traffic-Lights,Overhead,4
8359,40001651098_50098833098_40001652098,Gutter,Open,5
8360,40001651098_50099947098_50098833098,Gutter,Blocked,1
8361,40001651098_50099947098_50098833098,Gutter,Open,3
8362,40001653012_40001611012_50098556012,Gutter,Open,1
8363,40001653012_40001656012_50099782012,Gutter,Open,1
8364,40001653012_40001658012_50099315012,Gutter,Open,1
8365,40001653012_50098456012_50098456012,Gutter,Open,1
8366,40001658098_20000301098_40001659098,Traffic-Lights,Ground-Mounted,2
8367,40001661042_20000158042_20600158042,Gutter,Open,1
8368,40001665012_40001628012_40002314012,Gutter,Open,1
8369,40001668011_30000251011_50096133011,Gutter,Open,1
8370,40001668011_50092642011_50096133011,Gutter,Open,1
8371,40001668011_50096133011_50092642011,Gutter,Open,1
8372,40001670064_20000064064_50099251064,Gutter,Open,1
8373,40001670064_50098552064_Pseudo,Gutter,Open,1
8374,40001670064_50099251064_50098669064,Gutter,Open,4
8375,40001670098_21600264098_50099366098,Gutter,Open,4
8376,40001670098_40001606098_50098765098,Gutter,Open,2
8377,40001670098_50098765098_40001192098,Gutter,Open,3
8378,40001670098_50098765098_40001192098,Traffic-Lights,Overhead,4
8379,40001674011_30000251011_50098102011,Gutter,Blocked,1
8380,40001674011_30000251011_50098102011,Gutter,Open,1
8381,40001674011_30000251011_50098102011,Traffic-Lights,Overhead,2
8382,40001674011_40001684011_50091672011,Traffic-Lights,Overhead,2
8383,40001674011_40001885011_20400025011,Traffic-Lights,Overhead,2
8384,40001674011_50094665011_40001684011,Traffic-Lights,Overhead,3
8385,40001675098_50098745098_50098799098,Gutter,Open,1
8386,40001676012_40001677012_40001696012,Gutter,Open,2
8387,40001677012_40001676012_40001696012,Gutter,Open,1
8388,40001683011_40001781011_50093938011,Gutter,Open,2
8389,40001683011_40001781011_50093938011,Traffic-Lights,Overhead,2
8390,40001683011_50093938011_50097798011,Gutter,Open,4
8391,40001683011_50097798011_50098558011,Gutter,Open,10
8392,40001683012_40001647012_40002342012,Gutter,Open,1
8393,40001683012_50099905012_00,Gutter,Open,1
8394,40001683042_30000125042_50099687042,Traffic-Lights,Overhead,8
8395,40001683098_40001682098_50099546098,Gutter,Open,3
8396,40001683098_40001682098_50099546098,Traffic-Lights,Overhead,2
8397,40001683098_50098644098_50098866098,Gutter,Open,3
8398,40001683098_50098866098_30000058098,Gutter,Open,2
8399,40001683098_50098866098_30000058098,Traffic-Lights,Overhead,2
8400,40001683098_50099375098_50098644098,Gutter,Open,1
8401,40001683098_50099546098_50099829098,Gutter,Open,1
8402,40001683098_50099829098_50099375098,Gutter,Blocked,1
8403,40001683098_50099829098_50099375098,Gutter,Open,2
8404,40001684011_20000019011_80004960011,Gutter,Blocked,3
8405,40001684011_50091276011_50092257011,Gutter,Open,4
8406,40001684011_50092257011_50097483011,Gutter,Open,1
8407,40001684011_50094881011_40001674011,Traffic-Lights,Overhead,2
8408,40001684011_50095913011_40001668011,Gutter,Open,3
8409,40001684011_50097483011_50095913011,Gutter,Open,2
8410,40001684011_50097821011_50091276011,Gutter,Open,5
8411,40001686042_30000125042_50099441042,Gutter,Open,1
8412,40001686042_50099441042_50098779042,Gutter,Open,1
8413,40001691012_40001683012_40001683012,Gutter,Blocked,2
8414,40001691012_40001683012_40001683012,Gutter,Open,2
8415,40001695011_20400025011_50093954011,Traffic-Lights,Overhead,3
8416,40001695011_50091329011_50094137011,Gutter,Blocked,1
8417,40001696012_40001676012_00,Gutter,Open,1
8418,40001696012_40001677012_40001676012,Gutter,Open,2
8419,40001700051_40001003051_50099318051,Traffic-Lights,Overhead,3
8420,40001700051_40001702051_40001003051,Traffic-Lights,Overhead,2
8421,40001700051_40001714051_40001715051,Traffic-Lights,Overhead,4
8422,40001700051_40001783051_50096754051,Gutter,Open,1
8423,40001700051_40001784051_40001785051,Gutter,Open,2
8424,40001700051_50096734051_40001714051,Traffic-Lights,Overhead,3
8425,40001700064_40001145064_40001833064,Traffic-Lights,Overhead,4
8426,40001700064_40001603064_40001894064,Traffic-Lights,Overhead,2
8427,40001700064_40001703064_40001603064,Traffic-Lights,Overhead,2
8428,40001700064_40001832064_40001700064,Traffic-Lights,Overhead,2
8429,40001700064_50097683064_40001145064,Traffic-Lights,Overhead,2
8430,40001700064_50099511064_50099264064,Traffic-Lights,Ground-Mounted,2
8431,40001701051_40001716051_50098941051,Traffic-Lights,Ground-Mounted,1
8432,40001701051_40001747051_40003293051,Traffic-Lights,Overhead,6
8433,40001703051_40002693051_40003215051,Gutter,Open,1
8434,40001703051_40002698051_40002693051,Gutter,Open,1
8435,40001703059_50098443059_50098049059,Gutter,Open,1
8436,40001703059_50099370059_50098442059,Gutter,Open,3
8437,40001703059_50099374059_50099370059,Gutter,Open,1
8438,40001704012_40001711012_50099900012,Gutter,Open,2
8439,40001704012_40001712012_50099883012,Traffic-Lights,Overhead,1
8440,40001704012_50098339012_50098458012,Gutter,Open,1
8441,40001704051_30000042051_50098119051,Gutter,Open,2
8442,40001704051_30000042051_50098119051,Traffic-Lights,Overhead,2
8443,40001704051_40002651051_40002990051,Gutter,Open,1
8444,40001704051_40002990051_50098242051,Gutter,Open,1
8445,40001705051_40002647051_50097497051,Gutter,Open,1
8446,40001705096_22000070096_50099522096,Gutter,Open,3
8447,40001705096_40001702096_40001708096,Gutter,Open,1
8448,40001705096_40001707096_Pseudo,Gutter,Open,1
8449,40001705096_40001836096_40001770096,Gutter,Open,1
8450,40001705096_BC000040_40001700096,Gutter,Open,1
8451,40001705096_Pseudo_22600070096,Gutter,Open,2
8452,40001708012_30000018012_50099176012,Traffic-Lights,Ground-Mounted,2
8453,40001708012_50099162012_40001711012,Gutter,Open,3
8454,40001708012_50099179012_50097557012,Gutter,Open,1
8455,40001708051_50096851051_50097547051,Gutter,Open,2
8456,40001708051_50097183051_50097191051,Gutter,Open,2
8457,40001708051_50097226051_50097227051,Traffic-Lights,Ground-Mounted,2
8458,40001708051_50097226051_50097227051,Traffic-Lights,Overhead,2
8459,40001708051_50097227051_50097367051,Traffic-Lights,Ground-Mounted,1
8460,40001708051_50097227051_50097367051,Traffic-Lights,Overhead,1
8461,40001708051_50097366051_50097183051,Gutter,Blocked,2
8462,40001708051_50097366051_50097183051,Gutter,Open,1
8463,40001708051_50097367051_40001004051,Gutter,Open,1
8464,40001708051_50097713051_50098240051,Gutter,Open,1
8465,40001708051_50098240051_50098247051,Gutter,Open,1
8466,40001708051_50098246051_50097243051,Gutter,Open,2
8467,40001708051_50098670051_50097364051,Gutter,Open,1
8468,40001708081_50097532081_50099018081,Gutter,Open,1
8469,40001708081_50098996081_50099264081,Gutter,Open,1
8470,40001709051_50096597051_50098925051,Gutter,Open,1
8471,40001709051_50097547051_50097014051,Gutter,Open,4
8472,40001709096_20000013096_40001759096,Gutter,Open,1
8473,40001709096_20000013096_40001759096,Traffic-Lights,Overhead,2
8474,40001709096_40001003096_50098467096,Gutter,Open,2
8475,40001709096_40001003096_50098467096,Traffic-Lights,Overhead,2
8476,40001709096_40001711096_50098484096,Traffic-Lights,Ground-Mounted,2
8477,40001709096_50098385096_40001003096,Gutter,Open,2
8478,40001709096_50098385096_40001003096,Traffic-Lights,Overhead,2
8479,40001709096_50098467096_50098889096,Gutter,Open,1
8480,40001709096_50098530096_50098987096,Gutter,Open,4
8481,40001709096_50098987096_50098385096,Gutter,Blocked,3
8482,40001709096_50098987096_50098385096,Gutter,Open,8
8483,40001711096_29000070096_50099530096,Traffic-Lights,Overhead,2
8484,40001711096_30400111096_40001760096,Traffic-Lights,Overhead,1
8485,40001711096_40001758096_30000111096,Traffic-Lights,Overhead,4
8486,40001711096_40001760096_29000070096,Traffic-Lights,Overhead,2
8487,40001712012_30000018012_40001816012,Gutter,Open,1
8488,40001712012_40001704012_50098452012,Traffic-Lights,Overhead,3
8489,40001712012_40001857012_40001704012,Gutter,Open,3
8490,40001712012_40001857012_40001704012,Traffic-Lights,Overhead,4
8491,40001712096_40001709096_50097979096,Traffic-Lights,Ground-Mounted,2
8492,40001713012_40002536012_50099174012,Gutter,Open,1
8493,40001713012_50098122012_40001898012,Gutter,Open,2
8494,40001713064_40001613064_50099933064,Gutter,Open,3
8495,40001713064_40001613064_50099933064,Traffic-Lights,Overhead,3
8496,40001713064_40001714064_50097802064,Gutter,Open,9
8497,40001713064_40001714064_50097802064,Traffic-Lights,Overhead,3
8498,40001713064_50097607064_40001613064,Traffic-Lights,Overhead,2
8499,40001713064_50097689064_20400301064,Gutter,Open,1
8500,40001713064_50097689064_20400301064,Traffic-Lights,Overhead,3
8501,40001713064_50097910064_50098251064,Gutter,Open,1
8502,40001713064_50098251064_50099319064,Gutter,Open,2
8503,40001713064_50098745064_50097689064,Gutter,Open,1
8504,40001713064_50099319064_40001714064,Gutter,Open,1
8505,40001713064_50099319064_40001714064,Traffic-Lights,Overhead,3
8506,40001713096_50098026096_20600070096,Gutter,Open,3
8507,40001713096_50098026096_20600070096,Traffic-Lights,Overhead,4
8508,40001714051_50097079051_40001700051,Gutter,Open,2
8509,40001714051_50097079051_40001700051,Traffic-Lights,Ground-Mounted,2
8510,40001714051_50097079051_40001700051,Traffic-Lights,Overhead,7
8511,40001714051_50097481051_50099777051,Traffic-Lights,Overhead,5
8512,40001714064_20000301064_50098575064,Gutter,Open,3
8513,40001714064_20000301064_50098575064,Traffic-Lights,Overhead,3
8514,40001714064_40001613064_50098543064,Gutter,Blocked,1
8515,40001714064_40001613064_50098543064,Gutter,Open,3
8516,40001714064_40001613064_50098543064,Traffic-Lights,Overhead,6
8517,40001714064_40001713064_50097723064,Gutter,Open,7
8518,40001714064_40001713064_50097723064,Traffic-Lights,Overhead,3
8519,40001714064_40001717064_20400301064,Gutter,Open,2
8520,40001714064_40001717064_20400301064,Traffic-Lights,Overhead,3
8521,40001714064_50000910064_50099619064,Gutter,Open,6
8522,40001714064_50000910064_50099619064,Traffic-Lights,Overhead,3
8523,40001714064_50097723064_40001717064,Gutter,Blocked,2
8524,40001714064_50097723064_40001717064,Gutter,Open,4
8525,40001714064_50097723064_40001717064,Traffic-Lights,Overhead,3
8526,40001714064_50097910064_50098489064,Gutter,Blocked,2
8527,40001714064_50097910064_50098489064,Gutter,Open,4
8528,40001714064_50098386064_40001613064,Gutter,Open,3
8529,40001714064_50098386064_40001613064,Traffic-Lights,Overhead,6
8530,40001714064_50098489064_50099319064,Gutter,Open,2
8531,40001714064_50098543064_50097910064,Gutter,Blocked,3
8532,40001714064_50098543064_50097910064,Gutter,Open,4
8533,40001714064_50098575064_50099968064,Gutter,Open,5
8534,40001714064_50098575064_50099968064,Traffic-Lights,Overhead,4
8535,40001714064_50099319064_40001713064,Gutter,Blocked,1
8536,40001714064_50099319064_40001713064,Gutter,Open,6
8537,40001714064_50099319064_40001713064,Traffic-Lights,Overhead,3
8538,40001714064_50099548064_30000097064,Gutter,Open,1
8539,40001714064_50099548064_30000097064,Traffic-Lights,Ground-Mounted,2
8540,40001714064_50099548064_30000097064,Traffic-Lights,Overhead,6
8541,40001714064_50099968064_50000910064,Traffic-Lights,Overhead,4
8542,40001714096_22600070096_80006577096,Gutter,Open,1
8543,40001714096_80006576096_22000070096,Gutter,Open,1
8544,40001715096_40001897096_40001716096,Gutter,Open,9
8545,40001715096_40001897096_40001897096,Gutter,Open,1
8546,40001715096_40002203096_40001897096,Gutter,Open,1
8547,40001717064_20400301064_40001714064,Gutter,Open,2
8548,40001717064_20400301064_40001714064,Traffic-Lights,Overhead,5
8549,40001717064_30000058064_40001930064,Gutter,Blocked,1
8550,40001717064_30000058064_40001930064,Gutter,Open,2
8551,40001717064_30000058064_40001930064,Traffic-Lights,Overhead,2
8552,40001717064_40001544064_40001808064,Gutter,Blocked,1
8553,40001717064_40001544064_40001808064,Gutter,Open,3
8554,40001717064_40001544064_40001808064,Traffic-Lights,Overhead,4
8555,40001717064_40001603064_40001703064,Traffic-Lights,Ground-Mounted,1
8556,40001717064_40001613064_50099012064,Gutter,Blocked,2
8557,40001717064_40001613064_50099012064,Gutter,Open,5
8558,40001717064_40001714064_50099109064,Traffic-Lights,Overhead,2
8559,40001717064_40001751064_40001603064,Traffic-Lights,Ground-Mounted,1
8560,40001717064_40001769064_30000058064,Traffic-Lights,Overhead,2
8561,40001717064_40001773064_50099282064,Gutter,Open,1
8562,40001717064_40001794064_40001544064,Gutter,Blocked,1
8563,40001717064_40001794064_40001544064,Gutter,Open,7
8564,40001717064_40001794064_40001544064,Traffic-Lights,Overhead,2
8565,40001717064_40001808064_40001709064,Gutter,Open,1
8566,40001717064_50097716064_50098154064,Gutter,Open,2
8567,40001717064_50098154064_50098637064,Gutter,Blocked,1
8568,40001717064_50098154064_50098637064,Gutter,Open,2
8569,40001717064_50098637064_50099523064,Gutter,Open,4
8570,40001717064_50098986064_40001613064,Gutter,Open,3
8571,40001717064_50099012064_50097998064,Gutter,Open,5
8572,40001717064_50099014064_40001794064,Gutter,Blocked,3
8573,40001717064_50099014064_40001794064,Gutter,Open,2
8574,40001717064_50099109064_50099901064,Gutter,Blocked,1
8575,40001717064_50099109064_50099901064,Gutter,Open,1
8576,40001717064_50099523064_50098986064,Gutter,Open,6
8577,40001717064_50099901064_40001773064,Gutter,Open,3
8578,40001718051_40001717051_40001701051,Gutter,Blocked,1
8579,40001718051_40001717051_40001701051,Gutter,Open,1
8580,40001719051_BC000092_30000231051,Gutter,Blocked,1
8581,40001719051_BC000092_30000231051,Gutter,Open,4
8582,40001719096_20600070096_50099083096,Traffic-Lights,Overhead,3
8583,40001719096_22600070096_Pseudo,Gutter,Open,1
8584,40001719096_40001059096_40001003096,Traffic-Lights,Ground-Mounted,2
8585,40001723051_30000039051_40003262051,Gutter,Open,1
8586,40001723051_30000039051_40003262051,Traffic-Lights,Overhead,1
8587,40001723051_BC000064_30000039051,Traffic-Lights,Overhead,1
8588,40001725011_50090654011_50097527011,Gutter,Blocked,2
8589,40001725011_50090654011_50097527011,Gutter,Open,20
8590,40001725011_50090654011_50097527011,Traffic-Lights,Overhead,14
8591,40001725011_50091396011_29000019011,Gutter,Open,4
8592,40001725011_50091396011_29000019011,Traffic-Lights,Ground-Mounted,2
8593,40001725011_50091396011_29000019011,Traffic-Lights,Overhead,6
8594,40001725011_50097527011_50091396011,Gutter,Open,1
8595,40001725011_50097527011_50091396011,Traffic-Lights,Ground-Mounted,1
8596,40001725011_50097527011_50091396011,Traffic-Lights,Overhead,4
8597,40001725011_80004976011_50090654011,Gutter,Open,1
8598,40001725011_80004976011_50090654011,Traffic-Lights,Overhead,5
8599,40001726012_40001721012_50098039012,Gutter,Open,1
8600,40001726012_50098039012_30000114012,Gutter,Open,1
8601,40001727011_20000070011_40001791011,Gutter,Open,1
8602,40001727011_40001730011_20600070011,Traffic-Lights,Overhead,2
8603,40001727011_50090353011_50090903011,Gutter,Open,1
8604,40001727064_29000301064_BC000033,Traffic-Lights,Overhead,2
8605,40001727064_30000097064_50099283064,Gutter,Open,11
8606,40001727064_50098266064_50098352064,Gutter,Blocked,2
8607,40001727064_50098266064_50098352064,Gutter,Open,2
8608,40001727064_50098267064_50098267064,Gutter,Blocked,1
8609,40001727064_50098267064_50098267064,Gutter,Open,3
8610,40001727064_50098267064_50099360064,Gutter,Open,7
8611,40001727064_50098352064_50099312064,Gutter,Blocked,1
8612,40001727064_50098352064_50099312064,Gutter,Open,6
8613,40001727064_50098582064_29000301064,Gutter,Blocked,1
8614,40001727064_50098582064_29000301064,Gutter,Open,1
8615,40001727064_50098582064_29000301064,Traffic-Lights,Overhead,2
8616,40001727064_50099283064_50098267064,Gutter,Open,7
8617,40001727064_50099312064_50098582064,Gutter,Blocked,3
8618,40001727064_50099312064_50098582064,Gutter,Open,6
8619,40001727064_50099360064_50098266064,Gutter,Open,2
8620,40001727096_50098064096_30000111096,Traffic-Lights,Overhead,3
8621,40001731096_20000070096_40002231096,Traffic-Lights,Overhead,4
8622,40001733012_20000070012_50099309012,Traffic-Lights,Ground-Mounted,1
8623,40001733012_20000070012_50099309012,Traffic-Lights,Overhead,2
8624,40001733012_50097593012_50097484012,Gutter,Blocked,1
8625,40001733012_50097593012_50097484012,Gutter,Open,5
8626,40001733012_50097593012_50097484012,Traffic-Lights,Ground-Mounted,1
8627,40001733012_50098353012_50098053012,Gutter,Open,1
8628,40001733012_50098353012_50098053012,Traffic-Lights,Overhead,2
8629,40001733012_50098527012_50099169012,Gutter,Open,5
8630,40001733012_50098600012_50097593012,Gutter,Open,1
8631,40001733012_50099169012_40001734012,Gutter,Open,3
8632,40001733012_50099309012_50097474012,Gutter,Open,1
8633,40001733012_50099309012_50097474012,Traffic-Lights,Overhead,2
8634,40001733064_50098358064_20000301064,Gutter,Blocked,1
8635,40001733064_50098358064_20000301064,Gutter,Open,4
8636,40001733064_50098358064_20000301064,Traffic-Lights,Overhead,2
8637,40001733064_50098434064_50099139064,Gutter,Blocked,1
8638,40001733064_50098434064_50099139064,Gutter,Open,1
8639,40001733064_50099139064_50097780064,Gutter,Open,1
8640,40001734012_20000070012_50098418012,Gutter,Open,1
8641,40001734012_20000070012_50098418012,Traffic-Lights,Overhead,2
8642,40001734012_40001733012_50097515012,Gutter,Open,3
8643,40001734012_50097515012_50098326012,Gutter,Open,2
8644,40001734012_50097563012_50097595012,Gutter,Open,1
8645,40001734012_50097595012_50098493012,Gutter,Open,3
8646,40001734012_50097603012_50098328012,Gutter,Open,2
8647,40001734012_50098326012_50099166012,Gutter,Open,2
8648,40001734012_50098328012_40001733012,Gutter,Blocked,1
8649,40001734012_50098328012_40001733012,Gutter,Open,6
8650,40001734012_50098354012_50097563012,Gutter,Open,2
8651,40001734012_50098493012_50097603012,Gutter,Open,1
8652,40001734012_50099730012_50098354012,Gutter,Open,3
8653,40001735051_50096749051_50096730051,Gutter,Open,2
8654,40001735064_50099140064_20000301064,Gutter,Open,1
8655,40001738051_40003261051_00,Gutter,Open,5
8656,40001740011_50099189011_20000070011,Traffic-Lights,Overhead,3
8657,40001740012_50099183012_40001001012,Gutter,Open,1
8658,40001741059_30400226059_50099926059,Gutter,Open,2
8659,40001741059_30400226059_50099926059,Traffic-Lights,Overhead,2
8660,40001742042_30000125042_00,Gutter,Open,5
8661,40001742042_30000125042_00,Traffic-Lights,Overhead,2
8662,40001742042_40001752042_50099040042,Gutter,Open,2
8663,40001742042_40001752042_50099040042,Traffic-Lights,Overhead,2
8664,40001742042_50099039042_50099111042,Gutter,Open,2
8665,40001742042_50099040042_50099134042,Gutter,Open,1
8666,40001742042_50099111042_30000125042,Gutter,Open,1
8667,40001742042_50099111042_30000125042,Traffic-Lights,Overhead,2
8668,40001742042_50099134042_50099039042,Gutter,Open,5
8669,40001742042_50099272042_50099903042,Gutter,Open,1
8670,40001742042_50099903042_40001752042,Gutter,Blocked,1
8671,40001742042_50099903042_40001752042,Gutter,Open,7
8672,40001742042_50099903042_40001752042,Traffic-Lights,Overhead,2
8673,40001742064_30000097064_40001743064,Traffic-Lights,Overhead,2
8674,40001743064_30000097064_40001742064,Traffic-Lights,Overhead,2
8675,40001744012_50097584012_50099709012,Gutter,Open,2
8676,40001744012_50098497012_50099190012,Gutter,Open,1
8677,40001744012_50098553012_50097595012,Gutter,Blocked,1
8678,40001744012_50099190012_50097567012,Gutter,Open,2
8679,40001744012_50099273012_50097259012,Gutter,Open,1
8680,40001744012_50099709012_20000070012,Gutter,Open,2
8681,40001744012_50099709012_20000070012,Traffic-Lights,Overhead,6
8682,40001745042_30000125042_50099629042,Gutter,Open,5
8683,40001745042_30000125042_50099629042,Traffic-Lights,Overhead,3
8684,40001745042_40001750042_50099388042,Gutter,Open,2
8685,40001745042_40001750042_50099388042,Traffic-Lights,Overhead,2
8686,40001745042_50099310042_20000158042,Gutter,Open,5
8687,40001745042_50099310042_20000158042,Traffic-Lights,Overhead,2
8688,40001745042_50099388042_50098982042,Gutter,Open,11
8689,40001745042_50099629042_40001750042,Gutter,Open,13
8690,40001745042_50099629042_40001750042,Traffic-Lights,Overhead,5
8691,40001745064_40001603064_40001753064,Traffic-Lights,Overhead,4
8692,40001747051_40002626051_40001701051,Traffic-Lights,Overhead,4
8693,40001750042_50099265042_40001751042,Gutter,Open,1
8694,40001750059_40001760059_50098177059,Gutter,Open,1
8695,40001751042_20000158042_40001750042,Gutter,Open,36
8696,40001751042_20000158042_40001750042,Traffic-Lights,Overhead,2
8697,40001751042_40001750042_90001627042,Gutter,Open,17
8698,40001752042_20000158042_50099783042,Gutter,Open,5
8699,40001752042_20000158042_50099783042,Traffic-Lights,Overhead,2
8700,40001752042_50099783042_40001742042,Gutter,Open,9
8701,40001752042_50099783042_40001742042,Traffic-Lights,Overhead,3
8702,40001756011_Pseudo_40001842011,Traffic-Lights,Overhead,2
8703,40001756051_40001004051_50098740051,Gutter,Open,3
8704,40001756051_40001004051_50098740051,Traffic-Lights,Overhead,5
8705,40001756051_50098740051_50098767051,Gutter,Open,5
8706,40001756051_50098740051_50098767051,Traffic-Lights,Overhead,3
8707,40001756051_50098767051_50098801051,Gutter,Open,1
8708,40001756051_50099739051_29600070051,Gutter,Open,1
8709,40001758096_40001711096_50099031096,Gutter,Blocked,1
8710,40001758096_40001711096_50099031096,Gutter,Open,9
8711,40001760059_50099053059_50098087059,Gutter,Open,1
8712,40001761012_10600040012_80002895012,Traffic-Lights,Overhead,8
8713,40001761012_20000070012_40001823012,Gutter,Open,1
8714,40001761012_20000070012_40001823012,Traffic-Lights,Overhead,3
8715,40001761012_40001002012_50099062012,Gutter,Open,1
8716,40001761012_40001786012_40001822012,Traffic-Lights,Overhead,3
8717,40001761012_40001823012_80002892012,Traffic-Lights,Overhead,3
8718,40001761012_50097911012_20000070012,Gutter,Open,1
8719,40001761012_50098656012_80002890012,Traffic-Lights,Overhead,2
8720,40001761012_80002890012_40001786012,Traffic-Lights,Overhead,3
8721,40001761012_80002891012_10600040012,Traffic-Lights,Overhead,2
8722,40001761012_80002892012_Pseudo,Traffic-Lights,Overhead,1
8723,40001764096_30000111096_40001777096,Gutter,Open,1
8724,40001768012_20000070012_50099081012,Gutter,Open,1
8725,40001768012_50099081012_50097914012,Gutter,Open,1
8726,40001770064_29000064064_50099168064,Gutter,Open,2
8727,40001770064_29000064064_50099168064,Traffic-Lights,Overhead,3
8728,40001770064_40001145064_40002324064,Gutter,Open,1
8729,40001770064_40001544064_50099830064,Gutter,Open,12
8730,40001770064_40001544064_50099830064,Traffic-Lights,Overhead,3
8731,40001770064_40001603064_50097709064,Gutter,Open,9
8732,40001770064_40001603064_50097709064,Traffic-Lights,Overhead,3
8733,40001770064_40001610064_50099875064,Gutter,Open,1
8734,40001770064_40001613064_50098125064,Gutter,Open,4
8735,40001770064_40001613064_50098125064,Traffic-Lights,Overhead,3
8736,40001770064_40002324064_40001603064,Gutter,Blocked,1
8737,40001770064_40002324064_40001603064,Gutter,Open,6
8738,40001770064_40002324064_40001603064,Traffic-Lights,Overhead,3
8739,40001770064_40401770064_50098699064,Gutter,Open,1
8740,40001770064_50000904064_50099301064,Gutter,Blocked,1
8741,40001770064_50000904064_50099301064,Gutter,Open,1
8742,40001770064_50000904064_50099301064,Traffic-Lights,Overhead,6
8743,40001770064_50097709064_40001610064,Gutter,Open,7
8744,40001770064_50097710064_50099265064,Gutter,Open,10
8745,40001770064_50097710064_50099265064,Traffic-Lights,Overhead,4
8746,40001770064_50097724064_50098196064,Gutter,Open,3
8747,40001770064_50097764064_50098537064,Gutter,Open,1
8748,40001770064_50097774064_50000904064,Gutter,Blocked,1
8749,40001770064_50097774064_50000904064,Gutter,Open,3
8750,40001770064_50097774064_50000904064,Traffic-Lights,Overhead,4
8751,40001770064_50097792064_50097776064,Gutter,Blocked,1
8752,40001770064_50097792064_50097776064,Gutter,Open,7
8753,40001770064_50097879064_50098587064,Gutter,Blocked,1
8754,40001770064_50097879064_50098587064,Gutter,Open,3
8755,40001770064_50097879064_50098587064,Traffic-Lights,Overhead,5
8756,40001770064_50098125064_50097764064,Gutter,Open,3
8757,40001770064_50098148064_40401770064,Traffic-Lights,Overhead,1
8758,40001770064_50098378064_50099512064,Gutter,Blocked,2
8759,40001770064_50098378064_50099512064,Gutter,Open,1
8760,40001770064_50098479064_50099854064,Gutter,Open,2
8761,40001770064_50098537064_50097774064,Gutter,Blocked,1
8762,40001770064_50098537064_50097774064,Gutter,Open,4
